HDAC5_D2_3	HDAC5_D2_4	HDAC5_D2_1	HDAC5_D2_2	WT_D2_3	WT_D2_4	WT_D2_1	WT_D2_2
Flcn	6.77786414274626	6.80140910584452	6.79314949288537	6.73052004521331	6.81349613574303	6.77092266857848	6.76408316524961	6.77748587627934
Flg	3.50990963164161	3.34442843730659	3.6774123799957	3.98371734474113	3.64311662016971	3.70793955763373	3.63662526991599	3.75300135824231
Flg2	1.96694209324296	1.90362596606652	2.12388696289316	1.76025445018486	2.21678295843132	2.19699652156724	1.98775899634417	2.29033588821911
Fli1	5.49104175944664	5.69896270094268	5.54710245939997	5.22377152268168	4.78518892835283	4.70295192290931	4.73271737285328	4.93754266242659
Flii	8.58975628992253	8.2977081311278	8.1996605406881	7.72024885879977	8.08495833251377	8.05170332998335	7.99103772600758	7.82771985773981
Flna	6.10149518095286	6.34142915736213	6.02788498296536	5.69326441362607	5.42373197369943	5.49547146007112	5.55637551851649	5.69738931873396
Flnb	6.39296645395355	6.94608277199023	6.55148389032495	6.27221307091122	6.17152550881252	6.30483100758718	6.23105559056185	6.2599996294057
Flnc	5.75144889988461	5.68277978325023	5.74329977701314	5.74595206904803	5.65623894494464	5.71850202787306	5.68662154930659	5.73484225395862
Flot1	7.80368092866826	7.83345966819575	7.73404605812402	7.73623210391097	7.76707555756345	7.86325926995588	7.87967759568355	7.8374634331284
Flot2	7.12493203699249	7.18451212779602	7.14234057881674	7.17934891100094	7.24506339478283	7.17433554438511	7.22669126043994	7.19890350281263
Flrt1	7.0535473593219	6.72225874088862	6.9590952741206	6.76402544929513	7.09756495347617	7.18024053955845	6.94075842528444	6.88192405567486
Flrt2	6.59087307616862	6.47328676632894	6.62850358507315	6.75332834745671	6.56254449716823	6.56317835351047	6.44947907553804	6.29073694120058
Flrt3	8.12400573967353	7.91734946857135	8.26174719777516	8.49586500747256	7.70383083463936	7.64382287411983	7.46671083233259	7.30050016584661
Flt1	7.02605754523488	7.13170291700957	7.28492631735945	7.78954707034043	7.09737951087392	7.27536460536667	7.28707172335029	7.39594247330373
Flt3	5.03043358547555	4.98594735813723	5.01886435984187	4.9725239563271	5.02754159850642	4.99712901678473	5.02479411297444	5.1173999032179
Flt4	4.92647980140233	5.00075682411195	5.17255646813138	5.41551411777748	5.05877456752181	5.2677016530252	5.17670510788919	5.37855776422292
Flvcr1	6.45992312269147	6.65179604270077	6.44500981633231	6.41230880457432	6.43981188891492	6.35594401063096	6.49015845938669	6.48572095764458
Flvcr2	4.67265370629757	4.68773495972154	4.77934736494692	4.69112580311614	4.69201091689478	4.62193567670302	4.56109672390603	4.6558712038258
Flywch1	8.19961963779132	8.26227012710735	8.41748191541381	8.60198390910539	8.67747693013178	8.55170051408812	8.53670405026405	8.56950677880964
Flywch2	5.50112178564436	5.51532829026981	5.7909373922767	5.97665471660086	5.75550637771059	5.91607639201363	5.72448816952429	5.88158912316371
Fmc1	5.12306206200662	5.10160970941514	5.23531147014886	5.59719736454243	5.55331631137589	5.52952706640533	5.6319480735125	5.69706611723867
Fmn1	4.96488444292678	5.05143031638749	5.08379800946798	5.08498535918109	5.14792504759112	5.22842577313495	5.1401858622795	5.19430067602101
Fmn2	7.52368566478974	7.99902698551127	7.66989967470417	7.31911573697156	7.71369275046937	7.59772251621025	7.57949894115528	7.59495219362618
Fmnl1	8.21857427028764	8.12284046411863	8.04921247992402	7.81441236343194	8.15008964386822	8.16428298908752	8.16526519902555	8.17323330605476
Fmnl2	7.8190627516588	7.87534594558439	7.43117140692098	6.77021402629592	6.83734220881526	6.80630649999017	6.88060139620328	6.82704697702824
Fmnl3	7.2856569244412	7.13631638858643	6.8514943138216	6.31357615748229	6.07122229947275	6.03317727863614	6.15138014373616	6.16867432405446
Fmo1	4.59267316692337	4.60458226535325	4.51939777199698	4.51776966872699	4.49993034860218	4.68908341297713	4.60707658570316	4.47538421051751
Fmo2	3.80083707366013	4.16488332374764	4.07346822291935	4.22114328297273	3.88211271033064	4.08828996584143	4.03057022133262	4.15484897620332
Fmo3	3.65977735410129	3.96862562561181	3.79956076803497	3.91262850959384	3.69615892572382	3.84706006405794	3.92440277974502	4.08764016425129
Fmo4	3.27962726873202	3.29939592865823	3.36192911799539	3.33993976478338	3.2112695857869	3.25292494844168	3.23438364665776	3.40578079755723
Fmo5	4.22716992080237	4.2664322824873	4.39030971553697	4.1860919631374	4.10808137352673	4.35023458594998	4.07638924889864	4.26208676740303
Fmo6	2.78210475177405	2.77231998738614	2.80003996377241	3.02075215522926	2.89283428424576	2.96680130670043	3.0317622321932	3.06059410256119
Fmo9	3.26509964414088	3.29093059992661	3.48148939457859	3.70115526211379	3.29795466773808	3.59949885941748	3.42048135416796	3.5512732129028
Fmod	4.48695935328609	4.7083778179922	4.62952891865894	4.47780452368544	4.51664629492707	4.59851448239657	4.55983705775163	4.77979545694434
Fmr1	6.42560176967108	6.30224674458918	6.04540930507749	5.94875918082415	6.12772199747943	6.12892634586803	6.26790718105179	6.00669341995597
Fmr1nb	3.38373927444839	3.27622837497019	3.50313752867047	3.47341799436737	3.41911721509608	3.48054667385267	3.37573028572887	3.60355391046333
Fn1	6.82936647615599	7.66126712834599	6.9282551700658	6.55566872756836	6.14695198917248	6.32088088646136	6.31503260272998	6.21572811068315
Fn3k	7.10499426640518	7.12035130216316	7.30965150668324	7.43027171784685	7.57282752866272	7.60664569893474	7.45377261092131	7.45518183880101
Fn3krp	6.7397009967791	6.64566923932161	6.65441591297047	6.77749045594674	6.96282910813272	6.8667337565817	6.97317566497982	6.890351177089
Fnbp1	8.2850918807859	8.34606131961074	8.19884679673069	7.82103417413527	8.19456745548217	8.25928586869131	8.0932915060531	7.97037420964599
Fnbp1l	7.93523585525079	7.92534338530824	7.71370242868042	7.55789728207662	7.9527541643076	7.75577029538388	7.81541603045249	7.46035439507158
Fnbp4	7.03046615644676	7.02769568250085	6.76477444555402	6.48303436202155	6.49956640542004	6.38306436087431	6.51068711136497	6.40255770349347
Fnd3c2	1.8950075847063	1.99056241001331	2.11595300033977	2.1062834052226	2.06061156219173	2.14270023336326	1.99870931701284	2.14882175656061
Fndc1	4.8814494658739	5.01421125610978	5.11466871833265	5.11781710232622	4.79429561983654	4.8689163847313	4.8224702060397	5.13472694423931
Fndc3a	8.13223184844002	7.73144073315713	7.58548053831647	7.17383044062709	7.52997840486894	7.47076846019873	7.49813278460527	7.2125900814733
Fndc3b	7.11870429262936	6.82842891249664	6.77788857706362	6.56159159063478	6.60041673293617	6.60618733857453	6.6346788527598	6.52237342219878
Fndc5	7.69298713221864	7.79798185451968	7.81347837452688	7.98686501655326	8.05656819475357	8.02046415330113	8.08193807056785	8.13138298393793
Fndc7	4.32464933628215	4.39345666337453	4.38602825341661	4.54602761239836	4.31871837028421	4.44207064861638	4.44224890825843	4.45990885406948
Fndc8	4.51238478714013	4.39137829594365	4.651014439034	4.86276402985177	4.63699513028825	4.603078821838	4.64701975418785	4.88750151460377
Fndc9	5.8525717001579	6.05237010725477	5.75576102939424	6.15333986699192	5.98158774918107	5.6641736495079	6.0273901854308	5.64541057138153
Fnip1	7.18771332537293	6.95659011467559	6.78128323763352	6.53700451700992	6.93132553874308	6.81358680836576	6.9049663466119	6.63252844856899
Fnip2	6.0878505158255	6.15912319573947	6.07656266535133	6.01553424281005	5.91082971016384	5.80165165795749	5.88676631971327	5.91499763269742
Fnta	8.13126758802483	8.30827323326913	7.93948325844698	8.22972312801514	8.40040618542964	8.05970122412751	8.51885299028513	8.24563738733009
Fntb	6.86012739563173	6.72036723077775	6.86217643170427	6.87734627751143	6.92469427983106	6.97386348636306	6.89377965452232	6.91146958856473
Focad	7.42218315720889	7.233782322702	7.15621081744238	6.83897537546676	7.19311577574543	7.15581572068996	7.1004367981299	6.92607049490381
Folh1	6.01618826761581	6.16672076433806	5.68404260213013	5.38859788881685	5.35867849466072	5.45953282242535	5.55820397503225	5.33702149363038
Folr1	4.65181819486576	4.54905707368594	4.81603641152629	4.89254585934741	4.68524991830163	4.85957206593451	4.70056086544074	4.91154871876584
Folr2	4.47541671414265	4.06547495983461	4.45173026954647	4.36864884837714	4.20910675701162	4.15224214166382	4.03160782577007	4.1791248649198
Fos	5.70298226417573	5.95667828895145	5.88162734600544	5.52492168922765	5.90057018039739	5.66060123744369	5.65983655351727	5.87863803837222
Fosb	6.05241706103995	6.24352019495795	6.18232608045448	6.18066621795445	6.43858001644132	6.51246842625398	6.46024634383873	6.50006535623198
Fosl1	4.80004488662452	4.77133843508406	5.0607504006265	5.27859838287836	5.1040826069526	4.9605743228289	5.07519183248708	5.4931880649723
Fosl2	6.50365410360822	6.62526400130003	6.69590129825674	6.62548597870932	6.67791552460646	6.87262429786368	6.75469854888342	7.04685563533275
Foxa1	4.71555940320757	4.84825391806281	5.07496767084126	5.15845164049103	4.65185917115221	4.92586257123908	4.73385700594102	5.12648732619413
Foxa2	4.85006415680549	4.84518613277913	5.17094723306765	5.36708162872589	5.00292170616265	5.14046724445239	4.96130229278417	5.19102770862991
Foxa3	4.35567682462392	4.68505335741761	4.63737636273788	5.00520570722634	4.90017685088632	4.75473881083058	4.96736993697131	5.11338734814278
Foxb1	5.17956362677238	5.21997749193931	5.44810885937361	5.50995698406347	5.38442889973442	5.56861019593545	5.30766548141621	5.40478582392442
Foxb2	5.9351519491481	5.90217782846618	6.30064489832279	6.42343079796627	6.11996216991618	6.33347663609222	6.09567297126994	6.47475422718925
Foxc1	5.47500305329005	5.74025654165129	5.88235661514447	5.82093826475184	5.73426311814191	5.77250369235512	5.55811471608606	5.77844932350137
Foxc2	4.32759015968601	4.22809913959956	4.2804001486221	4.66817347464983	4.15516616979889	4.34414529316077	4.46998155444937	4.52797087231935
Foxd1	5.41237111400498	5.21157120717073	5.5971292234256	5.97354245737042	5.69574777527158	5.87803187316298	5.74603926797153	5.85824104721072
Foxd2	5.35828980009081	5.32097900168739	5.63592751639093	5.84159767751466	5.38665023469493	5.52442817092547	5.4571711987462	5.8473512604981
Foxd3	5.47493973104533	5.4638514139028	5.67178719795092	6.04359304817432	5.71513933953193	5.75510943943444	5.82778895869464	6.04609549784786
Foxd4	4.81303727884186	4.62456577560951	5.33286649132848	5.49517552500805	5.32305760889329	5.28678643191507	4.97741417459369	5.38821937749873
Foxe1	5.9872055848388	5.94774825729161	6.23034362011339	6.36115311115121	6.21866204002029	6.41226222366195	6.22252052598923	6.43156122134401
Foxe3	5.19104285217273	4.86159604637744	5.51517479770565	5.84466439489851	5.41453767528507	5.42245069929662	5.30579524040457	5.72861844630029
Foxf1	5.47713144935159	5.76431201307593	6.00879139000128	5.91517069389113	5.53588681966375	5.64424533604447	5.39872658612309	5.88580761634625
Foxf2	6.23928459196221	6.05381049658977	6.40003016409827	6.59737919671193	6.33343107076069	6.59502792511954	6.42702677696497	6.66223754204559
Foxg1	9.17484532848876	9.17714251507205	9.36135861228708	9.39522350845125	9.47980269291493	9.55269841878706	9.34693184467767	9.34515890718018
Foxh1	5.8150202655088	5.8232687419544	6.07341334811705	6.21665740266233	6.20741866188733	6.009312608735	6.07115142724731	6.36201664534524
Foxi1	4.48319057644873	4.38437218536608	4.57509945139233	4.95885415412347	4.77281768975348	4.59807813005407	4.8332480113105	5.02772965236266
Foxi2	4.74331805896444	4.66041116036004	4.85651280693257	4.90211220179532	4.83381964959487	4.96705184036796	4.94261948883401	5.2906839762171
Foxi3	5.70363854060066	5.20522674456058	5.82379343396505	5.77902414618419	5.78047722174281	5.76588261369872	5.50064257325096	5.73905875486105
Foxj1	5.73161617224275	5.90506690641756	5.99568135969042	6.09714753042736	5.76381799865194	6.00904800038387	5.81241997185231	5.91760738650469
Foxj2	7.92283138901006	7.96096955204173	7.76060420283094	7.64584835008922	7.77153419739984	7.8289798955282	7.82985408886568	7.64121149102081
Foxj3	8.56224667881356	8.4628773827389	8.32906858128268	8.3420973733441	8.61133411109629	8.58107748600795	8.65043038957028	8.3788638805581
Foxk1	7.74503893718015	7.64160935422686	7.87902595294435	7.6161105319021	7.63735687176336	7.66584756293743	7.38813926050516	7.49553238233863
Foxk2	7.4921205722626	7.67968060020995	7.59294764313262	7.69025037662276	7.76308066008115	7.70834366073686	7.79170290677124	7.82047577979825
Foxl1	5.37294564105276	5.24883624755268	5.56319033519536	5.70393642982049	5.49481722632416	5.4255238980286	5.44295606644627	5.7723797621462
Foxl2	5.23975932364467	5.37727680287016	5.53788845535113	5.83126308273436	5.56590900266623	5.61430442529182	5.64734704060182	5.92719385065159
Foxm1	4.55245977151891	4.59185496154137	4.62616361225245	4.68014266042028	4.5998520674921	4.62927950137919	4.64947893831902	4.77333868936255
Foxn1	4.62490346700627	4.56383738994778	4.91783745903595	4.97872669393681	4.83434203370274	4.96899747361371	4.75284736978497	5.04124742825545
Foxn2	6.12319611364372	5.99720958375014	6.04142892915955	5.82595683635701	5.98951434136842	5.87351954856655	5.84475690863961	5.84916108971162
Foxn3	6.88366009458851	6.97913418548666	6.99775407431082	6.79389378261156	6.82484728324965	6.82449762468896	6.73264727703387	6.88517108340873
Foxn4	5.17619337181531	5.15116149074012	5.48941585755804	5.68770721390272	5.42437848623355	5.56270788057257	5.39522715606922	5.65178059761752
Foxo1	9.09648375647545	8.88249357323028	9.0000198730302	8.95640507612485	9.11364194586447	9.07555002958475	8.96472648058906	8.76966467957797
Foxo3	7.65235957569067	7.49834580815621	7.61944048169979	7.41587099137715	7.52968919843815	7.68104715028578	7.45355179410388	7.44166410346306
Foxo4	6.0542451921736	6.09113625624913	6.3915686190599	6.38050115731868	6.19052536087886	6.35799711514085	6.11797538917808	6.45422694295285
Foxo6	5.60391026342789	5.61005913287581	5.86907111417713	6.01557112376653	5.81311173774642	6.06564840518246	5.86282360881757	6.08738350598501
Foxp1	9.39451957213008	9.14856506700263	9.39992134449431	9.49147176966884	9.65528127167863	9.67999477936313	9.45606706379181	9.19813276501507
Foxp2	7.32510292225094	7.01756601322745	7.24118305031087	6.97068658034706	7.20360895882124	7.27766810325027	6.90274144120159	6.63714089664044
Foxp3	4.95259375570928	4.80647000820628	5.0758411555739	4.9890066001207	4.72308783480066	4.8112562230821	4.66401493305001	4.93715384395271
Foxp4	6.25083145089988	6.28104538083987	6.43758575454465	6.62444678079625	6.45626978279169	6.44010726369748	6.41749657988403	6.51254634426087
Foxq1	5.16112536052521	5.05470095823605	5.29033412886577	5.36833080056853	5.30608206795131	5.24199870735371	5.14263357709884	5.16666522325902
Foxr1	4.33289872986843	4.14921843441536	4.43716481375919	4.77607558490413	4.47561079885794	4.63346043708165	4.54315105518439	4.57368362170324
Foxr2	3.45129515263942	3.46391746006353	3.46793790513294	3.71058377081691	3.66503354311241	3.73299629714571	3.75189062855288	3.63565937727949
Foxred2	6.10910688022169	6.02671630111596	6.22627694576637	6.22185060551799	6.14146865003028	6.17490258625518	6.05893405775593	6.18158798742577
Foxs1	5.32431814741398	5.37970593626013	5.40368599576294	5.57055248343087	5.44705750171634	5.29288217035612	5.41073349152015	5.42874222267184
Fpgs	6.31657524830389	6.39514453854892	6.43721759069172	6.29571912956789	6.29769987485267	6.28958457147491	6.17600801143989	6.24495344364657
Fpgt	3.9322706021907	3.93050684214573	3.9050599987173	3.97435791824504	3.96596503952421	3.97368495588898	3.94964412279906	3.78732700655441
Fpr-rs3	2.943460295718	2.6936598594769	2.68596797629445	3.03853924993679	2.86636670483939	3.03287539460529	3.08768481488655	2.74605686896662
Fpr-rs4	2.65606654456745	2.55601192165147	2.77243829412874	3.02994171936565	2.56877594333224	2.83329288609418	2.65789147717061	2.64690029888708
Fpr-rs6	1.97844463093888	1.90642840396363	2.01509612742254	2.20550685097447	2.15053921594861	2.32202262748946	2.11592375186694	1.83011790855338
Fpr1	1.60353857615809	1.85196863448403	1.93096617266216	2.2271628865847	1.88676696210579	1.89091486474918	1.84271082457732	1.86067906763667
Fpr3	2.31654768570832	2.45921351140471	2.666702133614	3.02924139097529	2.70509786876795	2.67192814702346	2.60566857006509	2.63508350715756
Fra10ac1	5.13278477796212	5.23063817401465	5.25075652777499	5.52997255533124	5.42544463438191	5.31794768380419	5.35749212266739	5.18795812583303
Fras1	7.0948647705379	6.54740270241002	6.75046412121233	6.2481036920579	6.74157067053274	6.66854047713068	6.52458619558004	6.52466863770788
Frat2	5.50516668820464	5.2570420722511	5.7298791885846	5.96045778792333	5.64814592327515	5.75106493830969	5.58130208075902	5.81166639806695
Frem1	3.98484223578836	4.2478676177029	4.08161900934708	4.15195009150854	3.93194178245326	4.03972888035375	4.09995256654106	4.18838411985759
Frem2	5.2046891835801	4.85819675307942	5.02455132519262	4.82274973138323	4.90025743603925	5.07487891660531	4.9639809014479	5.10482465923425
Frem3	4.40982775485662	4.27739404063876	4.56797504006512	4.51983881487431	4.68749037072868	4.65135106193247	4.48267482853119	4.60604756275808
Frg1	6.38963980214242	6.44560713278348	6.42056184985312	6.81279816708934	6.65518180508707	6.62886188357854	6.7535354588485	6.59020313542398
Frk	1.7814816183274	1.84933536235059	1.95069113484209	2.09237378219794	1.93988315276802	1.95064274710599	1.93610613780326	2.0466751551861
Frmd3	5.40460206090922	5.26209377770151	5.05426987842376	5.2603299114679	5.64554505662611	5.3060941119898	5.62651043369074	5.16367601764896
Frmd4a	7.81725654728565	7.90318055391721	7.59406973091152	7.09008429964423	7.35492713906055	7.25953229006337	7.26560533870967	7.15404437889256
Frmd4b	6.89894085448761	6.79591708272037	6.65917052241857	6.38611167422587	6.55218114514293	6.45320644178408	6.49386155393155	6.37273903068952
Frmd5	7.09047000367159	7.15857945000455	7.05783222819973	7.09023717211193	7.28558045265354	7.25095681162427	7.33827826192848	7.31250758031874
Frmd6	6.60614420164672	6.48578473555517	6.24793499922976	6.13706327688053	6.61095000823117	6.5920704216856	6.71011572403909	6.44213952580737
Frmd7	2.96889605547461	2.8001961090833	3.01574480280794	2.99795100061023	2.95351952545812	3.0443921807336	2.91446276151997	3.02566782162387
Frmd8	6.11998785931921	6.17569202056554	6.24758543255108	6.24993973440486	6.0549436350784	6.15058820865874	6.07243205540207	6.20890100583273
Frmpd1	5.12553801008558	5.1732167397102	5.27968192741702	5.25284860565677	5.13858622034065	5.22712961536022	5.08764337098458	5.18465670405138
Frmpd2	4.91048128145226	4.89107113536691	5.0142326995039	5.09827277717075	4.9616428198262	5.10054922494231	5.03187846704821	5.17631626089788
Frmpd4	8.06297551651336	7.73000135513226	7.82845810835095	7.85641841313996	8.13226916443976	8.05299087587667	8.03566053203907	7.75770059606806
Frrs1	4.18946542826826	4.1533960941686	4.17102555572732	4.19035554458762	3.9444544041575	4.06388149832738	4.01983258460795	4.03102145149647
Frrs1l	8.21988670832475	8.22145208515039	8.20199985621744	8.33491706650952	8.60508450834804	8.51142356152751	8.66751286654767	8.71577423843512
Frs2	6.7910086590798	6.76269630881729	6.63423579682125	6.68806323931674	6.88863720003982	6.81285233124335	6.93318849927517	6.75901514979226
Frs3	6.15851871549666	6.11143386561827	6.35196374886349	6.57293460456485	6.50194962532307	6.54444279585997	6.46563170884871	6.5635067662738
Fry	9.31356901323571	8.80492284604946	8.76391323510159	8.30814983645888	8.8885465820199	8.90236841845749	8.82047748858744	8.53561547484563
Fryl	7.8729828736357	7.62367971711279	7.43814758804531	6.6290206489619	7.30161183417932	7.31802160887359	7.11164462607064	6.90405995958455
Frzb	5.04195103529819	5.22206580986107	5.09979980524375	5.25400153575585	5.12212930853368	5.14987872622664	5.48086204048863	5.95195912152169
Fscb	1.55246714842521	1.49544418847064	1.74185639767871	1.86703498417548	1.88225705419067	1.70345756057949	1.67978457035153	1.76426196824921
Fscn1	9.69216112185996	9.39671209814663	9.47368609849442	9.18137582704685	9.36133583709507	9.37475383309908	9.26404724715572	9.20686131970281
Fscn2	5.2196098087034	5.2210836483516	5.42971575316379	5.53416655786162	5.31514683222429	5.36042536920423	5.31341102942304	5.57894813141535
Fscn3	3.81857395441515	4.12656114444496	4.07482050925785	4.27262659881248	4.12023128998459	4.11873847996294	4.11444164103193	4.11105498324923
Fsd1	8.08495778387649	7.8884878339258	7.96578483580248	8.17623855049809	8.34218646131507	8.26519056878668	8.35146785573462	8.19469687620917
Fsd1l	5.87399520038437	5.7065678438502	5.71981313844963	5.76190408352417	6.00513658782176	5.88899339171108	5.94572379589765	5.76001369575026
Fsd2	3.53125656872299	3.38129001729638	3.61720511460074	3.7216006804716	3.58135435629404	3.68207481843727	3.61273469564864	3.79224298952587
Fshb	3.74928920812655	3.89777905132359	4.22226982444059	4.31800708286595	4.09819783281691	3.98936889183857	3.89948721434404	4.31262904938231
Fshr	2.39191138655083	2.44178516130309	2.62536539864419	2.74015713691104	2.58917559301636	2.66162565497566	2.55218926014873	2.70800904362175
Fsip1	3.60636116561402	3.6138483274305	3.7268060556762	3.86823575220006	3.69255273888916	3.74040726581591	3.6668642387037	3.65960563319007
Fst	5.23446995864309	5.24307969424347	5.42645712947721	5.53617476057831	5.33762387105027	5.23502829158171	5.16326266375373	5.182782803596
Fstl1	6.67196191955965	6.74393710696739	6.57195631109791	6.70727745716944	6.66197837820933	6.79074827023583	6.95319780980148	6.99955923055651
Fstl3	5.91208011155932	5.89041295255903	6.10299643210781	6.46025376853178	5.95225832130924	5.99913433700912	6.04700100654029	6.23585282497579
Fstl4	7.71862254432461	7.17283631005361	7.4928774572122	7.34246359112811	7.42080016328598	7.41963570141148	7.20804221928732	7.02840071929477
Fstl5	7.25340924110094	6.82831452915975	6.7921736878983	6.78069230114602	6.91349617710573	6.71859975045693	6.9518290307617	6.73749615701062
Ftcd	5.49007705199962	5.44510514006009	5.69913210511955	5.89077042309664	5.66387384263099	5.77803657297701	5.68777139269835	5.89284746268933
Fth1	8.24857253523825	8.40156200263812	8.21114455284687	8.37151786099862	8.26363139992701	8.01632084733586	8.37252998415227	8.44941896485954
Ftl1	8.89757392123994	9.2778252459798	9.11086941078307	9.10934097058665	8.78989867355001	8.60411944066865	8.75069861283859	8.90594581883994
Ftmt	3.5493029679792	3.4947653249228	3.59219469438809	3.27828984667274	3.55412816551262	3.69522466964244	3.52733052432558	3.78686468141122
Fto	7.96025986308859	7.93214644289155	7.85957457335186	7.91879248854908	8.06880090322465	8.01966099809934	8.09229103197949	7.95593612014086
Ftsj1	6.02564044394574	6.05391154039296	5.94928794502953	5.97977955353351	5.93026991858214	5.9274044738024	5.98697824328446	5.89179263468522
Ftsj3	6.82011631356275	6.55113757588219	6.49815268169248	6.29005277672104	6.43426801278056	6.34218193236618	6.39768735424716	6.24976349650621
Fubp1	8.13144366515785	8.02030936847924	7.75056190465115	7.3282879459996	7.73207920065782	7.78947357006232	7.71690516328241	7.40080745344383
Fubp3	6.89741262802833	6.86145337080002	6.82986189159171	6.76571387133544	6.76595478042485	6.75550624655901	6.77846369742494	6.77893586990229
Fuca1	6.83960651296952	7.15656363648949	6.7966715894667	6.68530842629194	6.40542136824371	6.36096876427738	6.55380345354373	6.60355642075927
Fuca2	5.67934819784867	5.60594375344392	5.59997631939534	5.8219383128848	5.87745602866038	5.66111870656089	5.88411782791201	5.80647744252337
Fundc1	5.70233457755629	5.8142628729455	5.51776563953019	6.08877426332031	6.38091063863484	5.88985119903881	6.52472800555836	6.25134738376992
Fundc2	5.96160950170209	6.0255266762134	6.11936315076235	6.20606331157449	6.1227902906686	6.21134063432931	6.1115443819109	6.16539218353186
Fuom	5.18449984215846	5.21592697401326	5.27787843507114	5.56416752250329	5.36232122405589	5.29754588409463	5.43965118471618	5.52812741253642
Furin	6.71925994955111	6.90111149061249	6.81495482176771	6.78455060259871	6.67399457767856	6.71732265788571	6.71799204268917	6.80260131504405
Fus	9.42853936831013	9.160472130167	9.14120975546675	9.06546623281689	9.16405376350702	9.16142412069276	9.18587587215844	9.00130126738178
Fut1	4.60191878745861	4.5287614574941	4.91529459132584	4.77460609182799	4.75788643572064	4.67142851461817	4.52756620641138	4.99398110609216
Fut10	5.88649688069325	6.00423257916088	5.96724091658741	5.86829401039664	5.84915984444987	5.7709553801087	5.72881752951256	5.70903664349057
Fut11	6.38003451983796	6.42871530943925	6.39439757433753	6.60015190519793	6.46117954493827	6.44330588469205	6.52371277733856	6.44094389092278
Fut2	3.24070259369073	3.33520038660427	3.59522480680301	3.63571642014537	3.57984711083352	3.6404844443372	3.39471406296006	3.53786565367813
Fut4	4.76602990933747	4.54729763510433	4.69778712889842	5.02725501301516	4.39157915472975	4.47839896289036	4.60849411846879	4.70828306702457
Fut7	4.70416872277744	4.63478692647157	4.60714967509984	4.83244993063852	4.49818782278925	4.73035214241641	4.80647940073405	4.84094168240847
Fut8	7.43994904580048	7.43320616924029	7.23697165753467	7.48261646314932	7.56008330336789	7.40204101449827	7.64322382114849	7.32269043999324
Fut9	7.36281807394123	7.15205686858663	7.14133838932173	7.28226997537302	7.61482258653128	7.39812417517919	7.57791374459969	7.34766472215289
Fuz	6.39332966114226	6.25502208770206	6.43121167375166	6.59624833252192	6.44972450183262	6.45506990615999	6.48314611876954	6.59367888820477
Fv1	6.54218255440492	6.40123720835111	6.50142643762124	6.73441438401732	6.68176160771148	6.53899900862327	6.61960646554627	6.4645039463944
Fxn	5.79967088474041	5.96480380949644	5.88694383162687	6.02967212966714	6.25977262781683	6.13647853311156	6.28899527051405	6.33741932159037
Fxr1	8.85639498850774	8.72162115465234	8.58207608628022	8.31896267527368	8.53211246128188	8.52863654684748	8.48268753851724	8.23656304782926
Fxr2	8.08464974929569	8.00126251871615	8.04278717860966	8.08345673531076	8.20112651445711	8.16043525611832	8.1811760978454	8.14095905546718
Fxyd1	7.55778981772626	8.06661457092974	7.80623389076001	8.07719370703948	7.60960503167414	7.64463467595575	7.801822729066	7.86833205615264
Fxyd2	5.26386339248832	5.14864880607401	5.61077476291527	5.51344641108219	5.30404750749238	5.42837785098203	5.08810777689486	5.43826365131144
Fxyd3	5.19852397355527	5.13877096864791	5.41191017469374	5.52046606738257	5.21520531105341	5.26840302675674	5.21166884485356	5.529367711246
Fxyd4	3.54720755053338	3.29644525836937	3.81832302072862	3.88114306491541	3.60824416538273	3.63710728447397	3.41338132292067	3.724965707273
Fxyd5	6.48153458549984	6.79991281172093	6.79843518332722	6.46337166145371	5.6621364343809	5.7481559128772	5.61219157342832	6.07676886433401
Fxyd6	7.60863951956498	7.69905884650265	7.61955989363407	8.29035834140022	8.18617084468857	7.7531828589182	8.26096192582423	8.10415504730027
Fxyd7	7.0913218214019	7.48586075856268	7.93620527610757	8.50814410988771	7.66532842159117	7.48971600320804	7.44675075893783	7.90849699048469
Fyb	6.60884815549977	6.34108281798594	5.87454802289109	4.72456223183572	4.37787999369607	4.30786066956214	4.36442249600525	4.35667768810939
Fyco1	6.3562599116042	6.17490130140402	6.19658148455378	5.68122314124203	5.67411044658556	5.75039514591195	5.55493478490607	5.61765886163182
Fyn	7.89550306605838	8.02250489146424	7.88735073435593	7.75844034020737	7.79961158214173	7.7537216409646	7.79458152432138	7.81601525519562
Fyttd1	6.84047410685004	6.80287103090011	6.5636336521401	6.81975633436873	7.09198230338973	6.84133969259647	7.17221921429968	6.81113513121427
Fzd1	4.71548353121804	4.92028883605805	4.89366640515924	4.89687958858207	4.66916207138201	4.70281513410734	4.60084317000045	4.57889956413154
Fzd10	5.27740108310864	5.40148020441849	5.56973359039106	5.78748995402698	5.60242275688824	5.77922775244751	5.60886348483554	5.68776947478995
Fzd2	7.11468083792065	7.67765414042165	7.23176706473465	6.89411322796554	7.00519903228121	7.16188976039772	7.06808134527013	7.04600823102757
Fzd3	7.59494146803989	7.55695539707829	7.58544565041928	7.68388559315006	7.63611817943139	7.66177967605086	7.65343642110402	7.58296590081941
Fzd4	4.95832887347465	4.99131432353324	5.13878579624622	5.09631698552055	5.14129879000931	5.22838228779297	5.07221911505989	5.21737347358763
