HDAC5_D2_3	HDAC5_D2_4	HDAC5_D2_1	HDAC5_D2_2	WT_D2_3	WT_D2_4	WT_D2_1	WT_D2_2
Wdr88	3.28351218179238	3.13457607760441	3.49201960464017	3.8027000617596	3.34430373156445	3.40848715093932	3.36660452799076	3.60229319423264
Wdr89	5.26662898446214	5.30283017454067	5.20261539268994	5.37686298702393	5.15333931331877	5.02202979636568	5.28685842921913	5.34673021001604
Wdr90	5.40378163050146	5.44680052564725	5.55064365009707	5.57752663584451	5.35661948052854	5.44620873206123	5.36913509458257	5.5283992294559
Wdr91	6.461294534455	6.52697111768516	6.5357766435877	6.41391557850788	6.38969084819523	6.42169800826354	6.35637582997636	6.46288733358536
Wdr92	6.23070482792356	6.21393403972243	6.05716868330568	6.24828963261907	6.31190415985131	6.30890634800968	6.51627848856692	6.40660250749173
Wdr93	3.5630110972244	3.7407101489784	3.75935933970822	3.95454154808111	3.79255970723965	3.90841870569113	3.87317048542802	3.93834826819399
Wdr95	4.32193863201414	4.30298296563933	4.39642800135629	4.62452670383484	4.34175489124705	4.48300455943237	4.48930589629126	4.58299394077489
Wdsub1	5.13469941483965	5.25927341648926	5.17885322752878	5.2370967926124	5.2344544257793	5.33347865563799	5.32935790359938	5.32563068802588
Wdtc1	7.46532837197006	7.58868537994781	7.51350431157173	7.67732976166847	7.74828202764349	7.69571050313113	7.77382444490532	7.68665022507017
Wdyhv1	6.05821659419584	6.22912141311487	6.0704175786042	6.46382889190875	6.44983375880939	5.94398423052284	6.40592614736738	6.28404628936305
Wee1	6.56626921790994	6.61760924916059	6.58025283864424	6.7135797095129	6.7928015438612	6.7517174191418	6.75801977213716	6.57284069275777
Wee2	2.06338838591907	2.00918545241292	2.14442496209649	2.26884304078605	2.2649095046062	2.02238411014899	2.15624739532806	2.27330657840043
Wfdc1	5.43928401473965	5.74394674804368	5.78035220967795	5.96874897983598	5.68716635242034	5.76168839809667	5.69004471019549	5.81035626648401
Wfdc10	5.44392013873932	5.58741286313241	5.93717469721701	6.11464456192371	5.84085349547595	5.9960467238815	5.73037435492783	6.01976937328164
Wfdc11	5.54715574688242	5.58361372064041	5.79174692852139	5.7365831015448	5.58921699104007	5.73308469114048	5.520409564207	5.74681522693698
Wfdc12	5.34881052511561	5.33333674025674	5.44514675245802	5.51691559682172	5.37356318566796	5.45616179193249	5.42707326884201	5.58787222410559
Wfdc13	5.3691597873656	5.40219134336087	5.44424299390717	5.47063887590141	5.34404921391949	5.24771741184184	5.31156210765118	5.43365867228581
Wfdc15a	3.9816596669815	3.90962951361319	4.37966962396248	4.61535214080697	3.93474711118259	4.25610186509526	3.97870433056743	4.37763156591024
Wfdc15b	3.42810931408917	3.45415211736834	3.71995910018452	3.64093363478247	3.65184295100562	3.74817116308659	3.53582682878992	3.84414860659115
Wfdc16	5.02188315816759	4.93356630766162	4.97269022318492	5.19428451870614	5.15997378642127	4.951796615993	5.18329213158037	5.20644267734624
Wfdc17	3.36884776296834	3.13891356582296	3.39043531069859	3.62962938026649	3.38938357984288	3.60648302365648	3.44422171060397	3.37071375135052
Wfdc18	3.06546419833773	3.05430894999248	3.15891792599641	3.26507434634212	3.34790456022707	3.1118786576752	3.20360835465696	3.24294812938549
Wfdc2	5.91084940510571	5.88393443813967	6.07133411060456	6.10097679585501	6.11597348013102	6.18844878993403	6.05118316385184	6.16736891420376
Wfdc21	4.17600934481209	4.12110481486773	4.4683281432864	4.37079733059394	4.16981661712772	4.3424806144916	3.9986944022808	4.22085891480852
Wfdc3	4.08717270244236	4.23095784093957	4.2369381091026	4.34652185589501	4.11568155396259	4.35959644258238	4.2664585006417	4.37025943341099
Wfdc5	3.67008716206023	3.35421251321389	3.7709112388252	3.77189761704153	3.47426029205276	3.79219455932769	3.5463615096343	3.88916610168242
Wfdc6a	3.92349674109637	3.88501428632875	3.8929920144735	4.19598991911454	3.91441156633538	4.01677595997181	4.06138128562586	3.92743142745122
Wfdc6b	3.83978843076155	3.62760226264364	3.72009013087917	4.10131764248248	3.79723852643659	4.08650666579939	4.1547385335668	4.17203246521425
Wfdc8	3.49976199866061	3.64077062260046	3.73697954070918	3.9603735159732	3.77347941933742	3.84469154606181	3.8139654211001	3.93375778279437
Wfdc9	4.37180072630158	4.31521011711886	4.44645704132737	4.8453042120886	4.33179277084978	4.40021700775037	4.53981798290338	4.69450023858307
Wfikkn1	6.12628698526026	6.38590846972816	6.64577918939871	6.48704619421455	6.25377938671994	6.46075617491054	6.07006950385826	6.43376886893747
Wfikkn2	4.28723536884576	4.11765231649983	4.42937751543513	4.71136395494727	4.42059573261978	4.46295976063076	4.40959614716923	4.51711385426969
Wfs1	10.1774003973777	9.78139415065232	9.84952892851169	9.54234630661902	10.1678085364077	10.1852351136425	9.92482883449283	9.46888878431433
Whamm	6.19647147930683	6.18415856050826	5.97321369323884	5.71853518155659	5.84904262561148	5.79535286094484	5.84678181326167	5.71642581157351
Wif1	4.79870837862738	4.72076636332626	5.00797830665038	5.24124157794378	4.94646307094853	5.00820547277698	4.91341619813589	5.04879865073588
Wipf1	7.50673907730076	7.47347193951051	7.28750072257163	6.59544226835977	6.47728668897369	6.49742228584959	6.38129404249761	6.45602203521341
Wipf2	6.6760029206365	6.7460044181596	6.82923446972153	6.87926414452235	6.97387935828866	7.05011296570847	6.91675442529888	6.91270287774565
Wipf3	8.40660011673264	8.20907181695785	8.19930162133319	8.38777879342062	8.92952902784481	9.09717636731995	9.05178599059347	8.72310671350411
Wipi1	6.37445936005393	6.67526302137802	6.43939390758848	6.42003032058185	6.55773767308539	6.56208382434512	6.59966922489927	6.52761519801893
Wipi2	7.53465847118723	7.6780206790054	7.57856864348356	7.73317289073699	7.78214686464383	7.67913201418416	7.80389475637283	7.74025927981155
Wiz	6.2586591311337	6.26673656677135	6.44279292761101	6.38204046179036	6.34279437991244	6.3699497877779	6.19161709463469	6.28304973935136
Wls	6.43999898762504	6.2719447855295	5.96266728554704	5.63059359759552	5.96934300656958	5.90479818854435	6.00333256861469	5.68132099662118
Wnk1	9.1823320027305	9.00757175270948	8.93035526935882	8.31342531903576	8.71757071648532	8.71749002659459	8.51276979031286	8.39098536145939
Wnk2	7.50513659157054	7.51004005364641	7.65250825185986	7.48668258972392	7.60392945268966	7.73236897480223	7.4988541320902	7.6159294894174
Wnk3	6.37011310762025	6.22812834160165	6.148717629431	6.11548927430773	6.51256945756331	6.31414335382771	6.41756288559728	6.1583980101642
Wnk4	5.45816858353803	5.39665759156507	5.52866580129209	5.64022480314766	5.58655657503428	5.64920536477875	5.57838805585536	5.59034865337856
Wnt1	4.8679325128239	4.98792195376419	5.13001733338425	5.25240927248004	5.074696954794	5.36576892026867	5.11735305690569	5.19338155673903
Wnt10a	4.46732028602109	4.60035068186897	4.76497264220101	5.06426755838116	4.64983218755436	4.91684055487631	4.85008794009623	5.14657047818985
Wnt10b	5.35796464803057	5.42308159840018	5.84049579288645	5.911900169636	5.53332866222855	5.79549356260157	5.46729155362336	5.90159339863258
Wnt11	5.5976900264969	5.50774104635179	5.93151464306817	6.07560794126207	5.8948941205923	5.91850948313374	5.7540887494329	6.06236755966644
Wnt16	4.41570583707513	4.30902908452281	4.55921166760725	4.82730074865581	4.47879598440636	4.82637267399181	4.68610074593983	4.87873291198931
Wnt2	5.32766316182484	5.19439971536151	5.40972741749758	5.51805650081689	5.53570752164512	5.48410449017417	5.54346978927664	5.79966023050012
Wnt2b	4.6496142201012	4.43567642804192	4.79870179880309	5.12385200597418	4.94631919813683	5.12753168083719	4.99120485521098	5.08672642895086
Wnt3	3.85738542976973	3.72333627495133	3.95135835630854	4.0372018527679	3.83458347251186	3.96177829388566	3.85933305606815	4.01778891324359
Wnt3a	4.28488276570125	4.24989107795639	4.55343615303916	4.79844810728684	4.40582789136406	4.50103222857208	4.38040071098815	4.56142852120129
Wnt4	5.39409860000615	5.34413312144451	5.53336508963847	5.87134836354599	5.61591868770385	5.72300037961761	5.77898477948169	5.98855045504237
Wnt5a	4.85279192556151	4.70085206714629	4.96278351447704	5.05682717229396	4.83107108882949	4.95327859807078	4.82048468733609	4.95498375353737
Wnt5b	5.21284846329866	5.22407406102064	5.39609652944624	5.50358547688965	5.33594763449042	5.37128061309269	5.36100433783148	5.6235663530411
Wnt6	5.47304405975432	5.50538967688037	5.66120488950755	5.74958256698823	5.59298900472794	5.78595009522309	5.63763658975747	5.78956903422111
Wnt7a	6.28199258057398	6.39444130803141	6.50059721950071	6.39367456360908	6.42704673922195	6.47528166570513	6.32228547834558	6.49621123639731
Wnt7b	5.4801765698036	5.8052137946722	5.68544926707793	5.60837747174813	5.52859904063503	5.56328059314301	5.60583429264543	5.8882032091681
Wnt8a	4.73570526686191	4.76565814526955	5.07420435458732	5.1856487579468	4.89690185543418	5.03135231087509	4.83887106474768	5.12395992161746
Wnt8b	3.57189708376522	3.56358446118014	3.99879899355597	3.92898919031803	3.91609237856281	3.97549675148359	3.64689236835261	3.98101422041596
Wnt9a	5.61713796671255	5.69158200336801	5.9968009740347	6.26950366289868	5.8884877585854	6.04574802817437	5.97381671696862	6.39939365327092
Wnt9b	4.77828781993638	4.62750238834615	4.97875941891685	5.13659134798255	4.89365204346577	5.16713688037081	4.95793009115696	5.20689805011976
Wrap53	6.01319937324471	6.0464384652707	6.09519498153564	6.03445101465837	5.9989634268289	5.95945239638484	5.93627756476235	6.04191296250646
Wrap73	5.92339174320673	5.95327610578226	6.15455650273186	6.25943520370447	6.15713179032477	6.08415554620059	6.06241396167869	6.27352100401284
Wrn	5.5906836157545	5.29465087233959	5.15390296615124	4.71671073236759	4.9999844043705	4.83313391165272	4.93782988361775	4.84003501282208
Wrnip1	6.46286250898019	6.33005993039125	6.27723247370235	6.36057923939599	6.61431383420804	6.48201848701073	6.65257465651531	6.53958739066677
Wsb1	6.72703973094258	6.99195779761859	6.63388328327276	6.20378713465297	6.22735447355725	6.26720551350183	6.2480269226115	6.22838596737957
Wsb2	8.59835604064632	8.85723571341282	8.74307148447786	9.09734413120397	9.07819140420555	8.96336530375414	9.19069106098281	9.20679504315919
Wscd1	7.34268798446145	7.41270208883192	7.31009818575634	7.36560783247639	7.43055059213513	7.31967380194222	7.45042411684811	7.41034460796622
Wscd2	6.99569154699131	6.88767732800915	6.99356072502289	7.0820242084304	7.20325473638324	7.19034105869523	7.21008709170739	7.2519545716815
Wt1	4.27987690218135	4.2711430277514	4.57065157362855	4.61930646014457	4.46868470339012	4.57903057591593	4.33446336056509	4.49730313319756
Wtap	6.45124616467363	6.54525551173396	6.57189332302131	6.71270295079048	6.71604543481477	6.67014518629264	6.66559179856681	6.6170601164589
Wtip	5.30150024614536	5.49673991571936	5.50105672508141	5.54079936102197	5.2858087473306	5.4078885483584	5.36873235198143	5.57663041261283
Wwc1	6.98053008299632	7.0393500213241	7.01435811423704	7.26832887963445	7.318591387898	7.40270805001522	7.49447714026259	7.51699734163078
Wwc2	6.51854240739779	6.6088489144288	6.54515174392153	6.39239177441251	6.52248623763966	6.52875511596539	6.47507626806254	6.48965958610806
Wwox	4.83207515015994	4.87258213835011	4.96742614432295	5.08931355521513	4.91113440157216	4.9368376113651	4.92054200995659	5.02196160617617
Wwp1	7.10663429852272	7.17529752912057	6.78422440131421	6.92942316337492	7.22416189111567	7.13165257899341	7.43892289869571	7.10227243890244
Wwp2	6.7874673976669	6.62860504975012	6.66321667061319	6.45802972307539	6.64908541306014	6.74499751132127	6.60529980306962	6.53736432617461
Wwtr1	5.64279228921106	5.76283069595024	5.87617425715978	5.75640040569192	5.5881691416481	5.59565898657701	5.48832042999361	5.74763254238181
Xab2	7.79766504434395	7.62204643016166	7.69857096441712	7.37085275459278	7.50118495227337	7.55771181129756	7.39415429293234	7.42871477937908
Xbp1	9.52986468793701	9.53587410762464	9.47085691643836	9.36648348750092	9.40916442408759	9.37183093127218	9.34957067187967	9.24806512653174
Xcl1	3.91454470446726	3.81038513618166	3.9868956802112	3.90633339594587	3.93831126512737	3.82261087477128	3.79704940638711	3.9596498833015
Xcr1	1.71585001934311	2.00952710087572	2.0483500521308	2.15937343051056	2.03435008986874	2.13277586383519	1.94983786802851	1.9426872560446
Xdh	6.02461670891287	6.30181200638925	5.94916059751797	5.45369702986106	5.13414427180406	5.28745717120457	5.30671450414051	5.56589811680363
Xiap	6.83786400120964	6.78605917065744	6.61738804442401	6.62865147164473	6.81284404548298	6.61021541736665	6.84375091621973	6.70778277556977
Xirp1	4.73093659848823	4.66196470838159	5.09146123642436	5.35332402176327	4.99566356596791	5.08102480962527	4.94877726439868	5.29780179824284
Xirp2	2.17993844345266	2.25112810434272	2.43869813258522	2.65232058056035	2.41356751717237	2.47870634705481	2.39161083560388	2.51526591198441
Xk	5.6960510066052	5.46967910483289	5.58736220494233	5.78576378476358	6.02275351532358	5.7132804849716	5.89614509787711	5.76299401196146
Xkr4	7.09596889634986	7.00250337133495	7.20916901544454	7.23041845721245	7.18616094888058	7.18852690639299	7.15812215725838	7.39829493793793
Xkr5	5.67175226207356	5.57869882351144	5.7814768025607	5.73593932392577	5.59932180019867	5.66395996000714	5.52234971644445	5.66180738729888
Xkr6	7.03241913131033	7.01391914760309	6.99834184919585	6.93710262343535	6.99209937317795	7.02394005250938	6.94491051486666	6.83027676415142
Xkr7	5.3163884224672	5.44943264791741	5.55520597889579	5.73415501627997	5.55347980255074	5.50517658298698	5.50751575801856	5.62953273854076
Xkr8	5.98259197848476	6.04046351164785	6.13042116445981	6.08059668526866	6.03281919083276	6.1622690834059	6.00218491512436	6.09907778911258
Xkr9	1.85003245237546	1.67570921509202	1.80261550140009	2.01910875357022	1.90983631093308	1.8041272536125	1.92660563461626	1.92884942246576
Xkrx	3.66970941821085	3.83406069086243	3.85809792388949	4.2697777056753	4.21780220356108	3.81408976373919	4.11128840447534	4.10271920304566
Xlr3a	2.25817410625913	2.19786810019919	2.36289335240565	2.49978710249527	2.30455818457713	2.47962650804701	2.35597960109147	2.41660485891363
Xlr4a	2.13639597168342	2.32032331567883	2.42544793580592	2.45494730362416	2.36960883660435	2.3734133317978	2.30828566992461	2.54651205780304
Xpa	5.35939240190039	5.43187849392844	5.46436508442924	5.5727448835571	5.47430150140584	5.37328641508738	5.4533284421496	5.54147688385738
Xpc	6.23699137411308	6.23737370569453	6.18673197680676	6.25482306010197	6.21903795123426	6.16814276667016	6.21646872406946	6.09323324481466
Xpnpep1	7.72219499161473	7.64201885137842	7.59153641221659	7.54586867018843	7.55781236409412	7.5367172202221	7.585216008142	7.52564516357797
Xpnpep2	3.78653171337798	3.68987091071996	3.84257050827232	3.93796356968297	3.76833198906199	3.85380850126897	3.8495325685725	4.0398025464226
Xpnpep3	6.56131293516189	6.51452331930543	6.5145442848583	6.3064258352323	6.4741042983286	6.44613864293191	6.32695089036531	6.22198049471071
Xpo1	7.97889995211493	7.82607996387998	7.45200500222417	7.21963090593532	7.5972627719175	7.46590913356054	7.65230538934308	7.22514844729349
Xpo4	5.96326681053988	5.87429765517212	5.74905157889962	5.53733860420756	5.66618200439309	5.51055710378761	5.64218795024157	5.6220764093233
Xpo5	8.26765431308512	7.89234645344024	7.78831665755092	7.43227705438926	7.86127401648632	7.7974729143104	7.77458229644945	7.43767211028976
Xpo6	7.96142827570291	7.92838504348847	7.89460799302142	7.7562557296886	7.96879317492304	7.91386903828497	7.89378371231986	7.83644385393585
Xpo7	8.2465302103959	8.17028130922353	8.04963347417061	8.13827046266143	8.33407741475177	8.21320891700881	8.34076178193632	8.06881745427937
Xpot	7.17836672040977	7.0776042340074	6.95791986667977	6.83489832803275	7.09695553657862	7.04403007272405	7.09782395585912	6.93537657586407
Xpr1	8.24380753785098	8.11006063558321	7.86711185315297	7.89785494132562	8.27099586409882	8.22992645417255	8.403299450683	8.05858847847671
Xrcc1	6.67954334071423	6.67748615708452	6.79654047490229	6.78921130273133	6.68444067971209	6.67249720639643	6.60716001596812	6.70792278597265
Xrcc2	4.93967655673803	4.93796113747968	5.20046655006315	5.47054488273575	5.22425472237164	5.42124328553	5.31638274412334	5.55686729770438
Xrcc4	5.07577399012133	4.99009400285031	5.09094760864145	5.22000835341718	5.26487008766568	5.15825576772135	5.23559698497383	5.27063157907
Xrcc5	6.71613719857934	6.51186612608141	6.39946037346955	6.11978397713539	6.49568277857748	6.42830756827637	6.43810850812256	6.24092899612633
Xrcc6	6.67398527099261	6.55139002151306	6.39175605441759	6.10280460442972	6.32308169812025	6.33923376621342	6.32412078410872	6.15713515430985
Xrn1	7.31007315824305	6.93313259718604	6.77638211583119	6.29710060608994	6.75405028825437	6.60338216907068	6.6422244985897	6.35808102441857
Xrn2	7.77912513210968	7.21302974190653	7.03622808665554	6.69123548472233	7.00844790740345	6.91633405915051	7.06772641250873	6.70369117220032
Xrra1	4.01608683856471	3.88034003927084	4.14345634269367	4.25582681733172	4.20710855111717	4.28599069732464	4.15283606094186	4.24352426729749
Xxylt1	5.94565352089438	5.96755390262271	6.02789915337733	6.28778639485259	6.31023048556676	6.26787788718913	6.31869442864476	6.2606785549407
Xylb	5.43278223641099	5.36988786389731	5.39171448494614	5.36840642637957	5.32169978306854	5.33733377846622	5.36579186910262	5.44240897392364
Xylt2	5.88428617884095	5.9762628592024	6.0237918373303	6.14866860465701	6.05527259321458	6.0182356702033	6.0390076746951	6.10567262995799
Yae1d1	5.71609370651668	5.77362739143741	5.70262096236645	5.62148190526462	5.73783706898928	5.6902930772596	5.76391578425152	5.86027709038633
Yaf2	6.27702578812257	6.36125664658359	6.51550057060214	6.77034045317311	6.65557422759826	6.69900117263256	6.63749132973217	6.69577741289283
Yap1	5.70571340157955	6.09656644080743	6.0682757689248	6.05635409107772	5.86728886798236	5.9677264006712	5.83121826944139	6.00483291298031
Yars	8.09663209050516	7.97245614297855	7.87646483027472	7.96625152574483	8.20487387547242	8.01297492103031	8.26546447821928	8.17259936975073
Yars2	4.41258655605252	4.27802386594482	4.16353513036283	4.29590453538028	4.30446619839414	4.42360875581902	4.49178836559272	4.25138057627587
Ybey	4.13812905764892	3.96500433111247	4.23598481959048	4.34946787040791	4.27921935570675	4.33950815472915	4.22063285191443	4.29852424490952
Ybx1	9.13927894468097	9.12842248016099	9.14214330146708	9.07760087971721	8.85616519532334	8.92635459435875	8.8811571666936	8.94207931024077
Ybx2	5.32407337232843	5.39646166496747	5.60233925216175	5.65117882598252	5.45707494549694	5.60595534662097	5.41985160361678	5.63182841193928
Ybx3	7.43921193995337	7.59560169631786	7.38941833608378	7.14808167251156	7.22975971850938	7.22639987949762	7.22751827691336	7.21175493220163
Ydjc	5.5437122796302	5.5279975616696	5.7577789799622	5.88687591426866	5.69881107620266	5.66939243516592	5.59779578652004	5.73993503250966
Yeats2	7.28617773502624	7.00448379475558	6.97011960609368	6.75482688947504	6.93676181588337	6.89612126908383	6.89467686014483	6.71601789449149
Yeats4	6.66314689936216	6.71466082202491	6.55561302901412	7.04701777825751	7.00803404321904	6.83872978935977	7.17107948472803	6.90848820900303
Yes1	5.48582650458237	5.53448184290069	5.30201757940708	5.19439539133966	5.38607779112719	5.38537259388714	5.44964929675182	5.26884650463967
Yif1a	5.68274675533358	5.90139712416667	5.77658677313644	5.9091019351369	5.80117696317508	5.68910636123416	5.81405472058094	5.78839534210573
Yif1b	7.16363661418622	7.25206524251304	7.18245079335728	7.44802761256503	7.41019132348761	7.37679263827905	7.48895302330169	7.36349801894598
Yipf1	6.08740592485109	6.2038233451029	6.03358975847663	5.9366056680868	6.16557675682898	6.05433765124702	6.1570268932653	6.124100609109
Yipf2	6.13084889759474	6.1799413949153	6.21185721430212	6.35800096402358	6.20876225802595	6.16531733201316	6.21862987047155	6.24859040774829
Yipf3	6.94354829510735	7.09710139024337	7.04095592846938	7.12510358689659	7.12912349038703	7.08806591751616	7.1332180762033	7.13957933386755
Yipf4	6.84428998808241	6.8787081872061	6.74866854945881	7.23215668629664	7.24624935179589	6.81178583857022	7.29064413852443	7.10474801199845
Yipf5	4.46652874286206	4.47369303579479	4.47272682120845	4.70163782769573	4.59538130129167	4.36341743261394	4.6117414950793	4.65274660860504
Yipf6	6.48204982301911	6.50692541772981	6.45159414727424	6.77960676491014	6.78942204596796	6.61477287794822	6.84913774038157	6.72941873339219
Yipf7	3.11964490264262	2.96628577940583	3.04036612997598	3.12539094334984	3.03106479926175	3.05463530008651	3.13664557265711	3.23401338315272
Yjefn3	5.27159328831502	5.32687234973211	5.55076180014648	5.83974973290499	5.42759125685093	5.54954120243738	5.55036127047078	5.88802138161136
Ykt6	6.70324219300153	6.95011597992336	6.99135759943396	7.29760017989573	7.18998275130954	7.03681432122495	7.17524995441772	7.32206723619991
Ylpm1	8.62172006055022	8.25216732069065	8.21606770635109	7.87777814649447	8.4036166959298	8.37841207687872	8.28744009873732	7.97682911472138
Yme1l1	8.98532657795533	8.68517646178754	8.38432286130137	8.26715656286682	8.55139711712272	8.42353985831437	8.67692054751333	8.27113364839733
Yod1	4.8817764012198	4.80694089100023	4.87089821682462	4.9967993822654	5.09561597598723	4.84536025863243	5.00399159452532	4.99817652494473
Ypel1	5.20515856082485	5.23609479232281	5.35496073966795	5.61001577862374	5.53546861319563	5.46032562777687	5.52814792191667	5.60226261200998
Ypel2	7.55862152148278	7.60790313700298	7.75264170798041	7.82019187713025	7.92719191684877	8.10146150866654	7.88788053284374	7.90619676134114
Ypel3	7.48536016706205	7.57696588703648	7.62447654171924	7.95501359812162	7.95158430085983	7.94919579102714	8.0138400404743	7.99683000247349
Ypel4	7.14012935160143	7.39744698990052	7.32163626113289	7.82383657151778	7.81264547676811	7.37263507281969	7.73379197284583	7.61959123932864
Ypel5	6.97063557241654	7.11433759994481	7.04752327695732	7.42823542206647	7.44837202983507	7.32662551041485	7.55519579267435	7.51995107421727
Yrdc	5.82246806366408	5.81465219354786	5.81037013712366	6.04896440026088	6.05829732063779	5.91528202074168	6.15109133943697	6.22472043082962
Ythdc1	7.41853608869656	7.31383649436832	7.13186888035568	6.97317124608766	7.1851617584116	7.24341893528283	7.21132444062939	6.89545544010824
Ythdc2	6.56787753813892	6.1436804495924	5.94860027973752	5.70938599432965	6.07839914510608	6.04571663163154	6.1662579024148	5.79951478765838
Ythdf1	7.48672509534649	7.42297219013932	7.34975158017745	7.40060494412186	7.57621701026864	7.41931147568409	7.56323035671773	7.43311509512515
Ythdf2	7.2995902375827	7.2845594527253	7.08199415510874	6.92104188639182	7.24863635396293	7.04681543964429	7.18431378954526	6.99828046365496
Ythdf3	7.01348539501769	6.86266630358231	6.7934099420426	6.66855914382016	6.82209778610311	6.82517517523875	6.87013562396259	6.79865289425356
Ywhab	10.6704511140884	10.6564400804872	10.5502047471844	10.6597009874229	10.9201857267988	10.8243429137367	10.9441682788387	10.7519982555353
Ywhae	11.292773663277	11.2449910336381	11.1492535559787	11.3878429262765	11.5017271154269	11.3989249108804	11.6064336036203	11.4408018292981
Ywhag	7.7864780128792	7.90651743019291	7.94801063855736	8.09101999248315	8.07732880448361	8.0358981414217	8.04451496490451	8.08033442892502
Ywhah	7.84564911772895	7.84616054392198	7.88870240153533	7.97845867785208	8.01277288015888	7.95974268419939	7.99228036893244	8.00016440754202
Ywhaq	10.11961323412	10.0983735680158	9.77199858021011	10.1556883210128	10.2333829014797	9.94918853377319	10.4539082156791	10.1214738292662
Ywhaz	7.84398923116574	7.76934087952282	7.84919505474503	8.03018059924054	8.04901003316482	8.02070512677416	8.06297785889377	8.0232928710483
Yy1	7.11234767489571	7.11810540067278	7.10440148633555	7.13570187640843	7.0530570877336	7.03377374327478	7.08483423589509	7.11472138370662
Zadh2	5.20750160265121	5.47110289792164	5.27357788139711	5.31606629399632	5.73306722332191	5.44772369233317	5.66778379164112	5.64862330889045
Zan	4.61856323561751	4.55531037464275	4.74196374151969	4.85661421689372	4.63814636523732	4.76961462392679	4.69153264600015	4.86224034624145
Zap70	5.12822273417317	5.07577593140397	5.31907105626124	5.29499998028186	4.96752138852521	4.97673139748062	4.89970819913674	5.21308633432909
Zar1	5.36867542180989	5.27988932374684	5.55777102030428	5.68747384278296	5.56923352728338	5.8204808847647	5.61356450589894	5.7882535782219
Zar1l	3.72086039512517	3.654311150635	3.90223763742686	3.76650451520309	3.63109488719395	4.0639904616579	3.6809703876678	3.91286266546888
Zbbx	4.06208107987485	4.02205051365496	3.87228581954724	3.64037496787465	3.99156271547756	3.98948720196036	3.9794759461608	3.84972881828177
Zbed3	4.98399986538899	4.92849755891353	5.02244883127137	5.25169697715981	5.15763950446983	5.1569975334841	5.20172598804027	5.19369301851864
Zbed4	6.18659880551466	6.06184677902076	5.79713864656083	5.57298896512931	5.70657667486708	5.6345858931245	5.82304007231804	5.6979390389803
Zbed5	5.13173107209629	5.27213705500098	5.39415757719065	5.81911550056568	5.65128006025947	5.53912585759511	5.67987165650237	5.80869815556153
Zbp1	6.76003527958448	6.1452769293498	6.37372414961211	5.59558211307534	5.08473134918279	5.20724571145542	5.00126042634616	5.33208234522697
Zbtb1	5.30735118755211	5.4117360754085	5.27928532364554	5.10432369977176	5.17727449513742	5.16946482621367	5.17234223818949	5.18473240142163
Zbtb10	5.70142703123506	5.60071944643816	5.55945762615329	5.6123346776467	5.71684290608557	5.48987713681576	5.69485231867151	5.64172863625316
Zbtb11	7.79317992645668	7.37825935317654	7.31531831049146	7.08002208567597	7.52041122323579	7.48457640641905	7.51806872224385	7.2437121032419
Zbtb12	6.14966500416645	6.13189372599656	6.35180359505467	6.75764097522969	6.38540664420605	6.48461734988597	6.4776533003259	6.579146986657
Zbtb16	6.1849129990035	6.82090253683818	6.41570595812634	6.21998084385458	6.298430434445	6.86337730498954	6.62143153237898	6.72380835238516
Zbtb17	6.56520124398931	6.68830340413242	6.76522597563309	6.91024249212956	6.76519272843057	6.76776692072922	6.73182982764672	6.79446062042834
Zbtb2	6.08734124876762	6.1909160979877	5.96965239480921	5.89346233187788	5.98590843528039	5.92334738644496	5.98206184034704	5.7741672051102
Zbtb20	7.63502999835802	7.73964666732451	7.60953865112609	7.15248596548371	7.56594938119206	7.56221871744864	7.3355334886058	7.17988568938871
Zbtb22	7.50148815889434	7.49215584320858	7.6295426395053	8.03177547762524	7.73759015476113	7.71266986833992	7.83389541849346	7.91463467116709
Zbtb24	6.56022751433855	6.37199744121255	6.39151139445129	6.31426425780951	6.47918760716428	6.36382830529774	6.40529451182558	6.30091259300797
Zbtb25	5.59097745732732	5.71074897111089	5.67721414114619	5.77703251663087	5.79563222412386	6.05614076178292	5.90848788490564	5.82657414717962
Zbtb26	4.56119501088214	4.5931503764752	4.41905664906747	4.74686061439487	4.88210174256603	4.85969674070575	5.03212508361692	4.71054071302917
Zbtb3	4.34621849986251	4.06039535577434	4.46110305454731	4.50007370705629	4.37350951518579	4.5463777612416	4.22190576896191	4.22245163140711
Zbtb32	4.3615587963036	4.21121396363751	4.5022353534876	4.61857443149871	4.38276368370004	4.52692515702946	4.3695676153946	4.51437287447727
Zbtb33	6.5673032009005	6.58157642273591	6.46484626921392	6.50122108143662	6.60343434154103	6.61627180363313	6.68184619155041	6.5702705320458
Zbtb34	4.96219548517123	5.23916455331377	5.12251428574592	5.21602544836647	4.989455000213	5.04413990867928	5.06714615235523	5.1180009185597
Zbtb37	5.56162190260465	5.44191426025804	5.49915349193514	5.41770201386149	5.48516048603194	5.21870616680089	5.32397300314699	5.3442746556894
Zbtb38	5.46945175708856	5.5061365807952	5.35570722701571	5.22427334234574	5.37640692102195	5.48318767888888	5.45437293684937	5.37078421145491
Zbtb39	6.80282705307929	6.58358909942705	7.02053647827809	7.05533180159126	6.769063605382	7.12913086580458	6.82675897473146	7.20194393374447
Zbtb4	7.60528559199768	7.709463329488	7.66705750527068	7.66082198495005	7.89707489097206	7.84958166158404	7.81341795768943	7.71919892988851
